Form,Type,Mentions,Entity,Metadata
une Notre-Dame,MISC,1,?,
une Rome,MISC,1,?,
une rue des Bourdonnais,LOC,1,?,
une sainte Vierge,PER,1,Marie de Nazareth,
une tour de Babel,LOC,1,?,
une Vierge de Raphaël,MISC,1,?,
une Vierge du Masaccio,MISC,1,?,
Université,LOC,1,?,
Urania,PER,1,Urania,
Utrecht,LOC,1,?,
Valogne,LOC,1,?,
Vanvre,LOC,1,?,
Vanvres,LOC,1,?,
Vaugirard,LOC,1,?,
Vauvert,LOC,1,?,
Venantius,PER,1,Venantius,
Venise,LOC,3,?,
Ventre-Dieu,PER,2,Dieu,
Venus,PER,1,Vénus,
Vénus,PER,5,Vénus,
Vesle,LOC,1,?,
vicomte Albert de Ramonchamp,PER,1,Albert de Ramonchamp,
vicomte de Cormontreuil,LOC,1,?,
vicomte de Cormontreuil,PER,1,Vicomte de Cormontreuil,
vicomté de Paris,ORG,1,?,
Vienne,LOC,1,?,
Vierge,PER,3,Marie de Nazareth,
vierge Marie,PER,1,Marie de Nazareth,
vieux Palais,LOC,1,?,
Vignole,PER,1,Giacomo Barozzi da Vignola,
Ville,LOC,1,?,
ville de Gand,LOC,1,?,
ville de Paris,LOC,4,?,
Vincennes,LOC,1,?,
Vindelin de Spire,PER,1,Vindelin de Spire,
Virgile,PER,1,Vicomte de Cormontreuil,
Vitré,LOC,1,?,
Vitruve,PER,1,Vitruve,
Vittoria,LOC,1,?,
Voltaire,PER,3,Voltaire,
votre logette de Notre-Dame,LOC,1,?,
votre seigneur le bailli du Palais,PER,1,Bailli de la cour,
votre Trou aux Rats,LOC,1,?,
Vulcain,PER,1,Vulcain,
Vyasa,LOC,1,?,
Yves,PER,1,Ivo de Chartres,
Yvri,LOC,1,?,
Zéchiélé,PER,2,Zéchiélé,
Zoroastre,PER,2,Zoroastre,
